,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
44,44,116,How to Train Your Dragon,10191,7.83,2010-03-18,98,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","Fantasy, Adventure, Animation, Family",DreamWorks Animation,United States of America,"Dean DeBlois, Chris Sanders","Gerard Butler, Robin Atkin Downes, T.J. Miller, David Tennant, America Ferrera, Craig Ferguson, Jonah Hill, Ashley Jensen, Kieron Elliott, Kristen Wiig, Jay Baruchel, Philip McGrade, Christopher Mintz-Plasse",/92olhXYaIX6lvB8jwFz4OSfPaKq.jpg,B1
45,45,117,Hereditary,493922,7.3,2018-06-07,128,"Following the death of the Leigh family matriarch, Annie and her children uncover disturbing secrets about their heritage. Their daily lives are not only impacted, but they also become entangled in a chilling fate from which they cannot escape, driving them to the brink of madness.","Horror, Mystery, Thriller",PalmStar Media,United States of America,Ari Aster,"BriAnn Rachele, Zachary Arthur, Pat Barnett Carr, Lorenzo Silva, Morgan Lund, Jason Miyagi, Alex Wolff, Christy Summerhays, Rachelle Hardy, Jake Brown, Milly Shapiro, Heidi Mendez, Toni Collette, Brock McKinney, Alexis Long, Gabriel Monroe Eckert, Ari Aster, Austin R. Grant, Mallory Bechtel, David Stanley, Moises L. Tovar, Marilyn Miller, Mark Blockovich, Ann Dowd, Bus Riley, Harrison Nell, Jarrod Phillips, Gabriel Byrne",/p9fmuz2Oj3HtEJEqbIwkFGUhVXD.jpg,C1
46,46,121,Legion,22894,5.862,2010-01-21,100,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.","Horror, Action, Fantasy",Screen Gems,United States of America,Scott Stewart,"Lucas Black, Charles S. Dutton, Jon Tenney, Kevin Durand, Tyrese Gibson, Jeanette Miller, Yancey Arias, Stephen Oyoung, Willa Holland, Josh Stamberg, Adrianne Palicki, Doug Jones, Dennis Quaid, Cameron Harlow, Paul Bettany, Kate Walsh",/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg,B2
47,47,124,"I, Robot",2048,7.0,2004-07-15,115,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.","Action, Science Fiction",Davis Entertainment,United States of America,Alex Proyas,"Tiffany Lyndall-Knight, Shayla Dyson, Jerry Wasserman, Bobby Stewart, Sharon Wilkins, David Haysom, Kyanna Cox, Kenyan Lewis, Fiona Hogan, Darren Moore, Angela Moore, Will Smith, Shia LaBeouf, Michael St. John Smith, Aaron Joseph, Essra Vischon, Ryan Zwick, Travis Webster, Craig March, Nicola Crosbie, Bridget Moynahan, James Cromwell, Terry Chen, Adrian Ricard, Chi McBride, Aaron Douglas, Peter Shinkoda, Roger Haskett, Scott Heindl, Alan Tudyk, Bruce Greenwood, Simon Baker, Marrett Green, Emily Tennant",/zDu0TsCZHPzDO0d0iG9QynKGr4J.jpg,C1
48,48,125,It,346364,7.2,2017-09-06,135,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",Horror,New Line Cinema,United States of America,Andy Muschietti,"Stephen Bogaert, Tatum Lee, Steven Williams, Donald Tripe, Wyatt Oleff, Memo Díaz Capt., Stuart Hughes, Nicholas Hamilton, Jeremy Ray Taylor, Owen Teague, Paige Rosamond, Geoffrey Pounsett, Kelly Van der Burg, Anthony Ulc, Kasie Rayner, Sherry Nelson, Jake Sim, Joe Bostick, Liz Gordon, Jocelyn Mattka, Edie Inksetter, Bobby Leigh, Roberto Campanella, Sophia Lillis, Elizabeth Saunders, Ari Cohen, Katie Lunman, Sonia Gascón, Kate Moyer, Javier Botet, Megan Charpentier, Jaeden Martell, Neil Crone, Chantal Vachon, Jimmy Star, Janet Porter, Logan Thompson, David Katzenberg, Finn Wolfhard, Pip Dwyer, Jackson Robert Scott, Carter Musselman, Molly Atkinson, Martha Gibson, James Magwood, Jack Dylan Grazer, Isabelle Nélisse, Cyndy Day, Chosen Jacobs, Bill Skarsgård",/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,C1
49,49,132,Beauty and the Beast,321612,6.971,2017-03-16,129,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,"Family, Fantasy, Romance",Walt Disney Pictures,United States of America,Bill Condon,"Jasmine Takacs, Nicola Mooi, Sophie Atkins, D.J. Bailey, Wendy Baldock, Shireen Jathoonia, Leah West, William Bozier, Michael Jibson, Tom Burgering, Cordelia Farnworth, Rhianne Alleyn, Kayla Radam, Adrian Schiller, Skye Lucia Degruttola, Ebony Molina, Emma Watson, Ewan McGregor, Rebecca Mckinnis, Danielle Acors, Ray Fearon, Jane Fowler, Emma Thompson, Katie Singh, Lucy St. Louis, Thomas Padden, Haydn Gwynne, Holly Bluett, Sophie Carmen-Jones, Helen Gulstan, Ruth Steele, Leo Andrew, Selina Hamilton, Nicole O'Neill, Rita Davies, Fiona McDonald, Gugu Mbatha-Raw, Ian McKellen, Tom Oakley, Zoe Rainey, Nate Leung, Gabby Antrobus, Luke Evans, Jak Allen-Anderson, Gerard Horan, Lily Frazer, Emily Loumba, Koko Basigara, Samuel Brown, Kai Gordon, Natalie Davis, Alison Jenkins, Chelsea Inez, Abigayle Honeywill, Dan Stevens, Cassie Clare, Obioma Ugoala, Nathan Vaughan Harris, Billie Kay-Piper, Adelaide Morgan, Ava Brennan, Jazz Peters, Sophia Brown, Clive Rowe, Beth Willetts, Phil Grannel, Daniel Ioannou, Marina Abdeen, Carla Nella, Alison Harding, Adam Mitchell, Vivien Parry, Leah Hill, Ella Kora, Gemma Fray, Steven Butler, Jolyon Coy, Joey Brown, Mandy Montanez, Alexis Loizon, Daisy Boyles, Tim Stanley, Sharon Gomez, Max Brophy, Jemma Alexander, Chris Andrew Mellon, Jacqui Jameson, Freddie August, Timia Julien-Box, Sonoya Mizuno, Daniel Daszek-Green, Hayley Ainsley, Norma Atallah, Stanley Tucci, Rafaëlle Cohen, Tanya Cumberland, Blythe Jandoo, Lara Decaro, Jimmy Johnston, Ben Fox, Sophie Reid, Jennifer Leung, Audra McDonald, Freddie Hunter, Paige Drury-Lawrence, Cassie Macmillian, Courtney Pruce, Naomi Weijand, Anna Momcilovic, Lynne Wilmot, Stephanie Elstob, Hannah Kenna-Thomas, Harry Marcus, Samira Mighty, Sandy Strallen, Oscar Francisco, Johanna Smitz, Ellen O'Grady, Ben Clare, Josh Gad, Jody Hall, Abiona Omonua, Lucy Alexa Gilbert, Daisy Duczmal, Simone Sault, Nicola Keen, Nathan Mack, Kevin Kline, Hattie Morahan, Tom Turner, Dean Street, Peter Challis, Dawn Buckland, Cj Field, Dale Branston, Harriet Jones",/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,B1
50,50,133,The Terminator,218,7.7,1984-10-26,108,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","Action, Thriller, Science Fiction",Hemdale,United Kingdom,James Cameron,"Lance Henriksen, Joe Farago, Dick Miller, Loree Frazier, Leslie Morris, Arnold Schwarzenegger, J. Randolph Harrison, Franco Columbu, James Ralston, Linda Hamilton, Harriet Medin, John Durban, Ken Fritz, Webster Williams, David Michels, Chino 'Fats' Williams, Marian Green, Darrell Mapson, Bess Motta, Ed Dogans, Bill Paxton, Stan Yale, Bruce M. Kerner, Rick Rossovich, Philip Gordon, David Kristin, Earl Boen, Michael Biehn, Shawn Schepps, Hettie Lynne Hurtes, Norman Friedman, Barbara Powers, Brad Rearden, William Wisher, Patrick Pinney, Al Kahn, Anthony Trujillo, Wayne Stone, John E. Bristol, Paul Winfield, Bill W. Richmond, Brian Thompson, Marianne Muellerleile, Tom Oberhaus, Greg Robbins, Hugh Farrington, Tony Mirelez, John Stuart West",/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,C1
51,51,138,Halloween,424139,6.6,2018-10-18,106,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","Horror, Thriller",Universal Pictures,United States of America,David Gordon Green,"Judy Greer, Jamie Lee Curtis, James Jude Courtney, Chris Holloway, Anthony Woodle, Virginia Gardner, Colin Mahan, Brien Gregorie, Jonathan Bruce, Jefferson Hall, Drew Scheid, Omar Azimi, Dylan Arnold, Davol Garrett, Aaron Christian Paderewski, Charlie Benton, Angela Anderson, Haluk Bilginer, Christopher Allen Nelson, Pedro Lopez, Miguel Macario Mata, Willie Tyrone Ferguson, Matthew Anderson, Michael Harrity, Nick Castle, Stephanie Butts, Roger Antonio, Omar J. Dorsey, Johnny Price, Jibrail Nantambu, Vince Mattis, Teresa Ann Johnson, Miles Robbins, Sophia Miller, Michael Smallwood, Charlie Donadio, Diva Tyler, Marian Green, Carmela McNeal, Jacob M. Arnold, W.F. Bell, Ross Bacon, Toby Huss, Andi Matichak, P.J. Soles, Rob Niter, Rhian Rees, Will Patton, Kurt Deimer",/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,C1
52,52,148,The Nun,439079,5.893,2018-09-05,96,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,Horror,New Line Cinema,United States of America,Corin Hardy,"Gabrielle Downey, Scarlett Hicks, Sandra Teles, Lynnette Gaza, Eugeniu Cozma, Boiangiu Alma, Mark Steger, Dana Voicu, Lidiya Korotko, Lourdes Nadres, Andreea Sovan, Taissa Farmiga, Ana Udroiu, Beatrice Péter, August Maturo, Beatrice Rubica, David Horovitch, Jamie Muscato, Jonny Coyne, Flynn Hayward, Jonas Bloquet, Debra Wilson, Jared Morgan, HayRae Rummel, Jack Falk, Andreea Moldovianu, Claudia Susanu, Emma Appleton, Natalie Creek, Ingrid Bisu, Lili Bordán, Manuela Ciucur, Gabriela Irina Dinca, Patrick Wilson, Dee Bradley Baker, Laur Dragan, Bonnie Aarons, Ani Sava, Lili Taylor, Charlotte Hope, Daniel Mandehr, Samson Marraccino, Demián Bichir, Simon Rhee, Sandra Rosko, Michael Smiley, Izzie Coffey, Maria Obretin, Claudio Lee Smith, Tudor Munteanu, Vera Farmiga",/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,C1
53,53,149,Home Alone 2: Lost in New York,772,6.7,1992-11-15,120,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.","Comedy, Family, Adventure",20th Century Fox,United States of America,Chris Columbus,"Chris Columbus, Terrie Snell, Michael C. Maronna, Joe Pesci, Mark Morettini, Dan Buckman, Jaye P. Morgan, William D'Ambra, Abdoulaye NGom, Rick Shafer, Macaulay Culkin, Daniel Stern, Paul Zimmerman, Leonard Tepper, Patricia Devereux, Eddie Bracken, Brenda Fricker, Michael Hansen, Ally Sheedy, Eden Riegel, Maureen Elisabeth Shay, Tim Curry, James Cole, Devin Ratray, Eleanor Columbus, Catherine O'Hara, Clare Hoak, Clarke Devereux, Fred Krause, Donald Trump, Michael Goldfinger, Daniel Dassin, Joe Liss, John Heard, Jeffrey Landman, Jimmie Walker, Karen Giordano, Fran McGee, Senta Moses, Rip Taylor, Teri McEvoy, Thomas Civitano, Dana Ivey, Gerry Bamman, Aimee Devereux, Rob Schneider, Harry Hutchinson, Ralph Foody, Andre Lachaumette, Rod Sell, Leigh Zimmerman, Cedric Young, Peter Pantaleo, Anthony Cannata, Jonathon Gentry, Jedidiah Cohen, Kate Hudson, Al Cerullo, Eric Ian, Karen Jensen-Clark, Diana Rein, Venessia Valentino, Ron Canada, Sandra Macat, Kieran Culkin, Anna Slotky, Mario Todisco, A.M. Columbus, Mike Sode, Kevin Thomas, Donna Black, Bob Eubanks, Laurence S. Chess, Monica Devereux, Warren Rice, Hillary Wolf",/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,A2
54,54,151,Avatar,19995,7.583,2009-12-15,162,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Action, Adventure, Fantasy, Science Fiction",Dune Entertainment,United States of America,James Cameron,"Bravita A. Threatt, Christa Oliver, Zoe Saldaña, Kelson Henderson, Scott Lawrence, Jahnel Curfman, Sean Patrick Murphy, Woody Schultz, Peter Mensah, Dina Morrone, Melvin Leno Clark III, Austin Wilson, Sigourney Weaver, Ilram Choi, Jodie Landau, Taylor Kibby, Sean Anthony Moran, Julie Lamm, Lucy Briant, Peter Dillon, Dileep Rao, Jacob Tomuri, Kelly Kilgour, Lisa Roumain, Julene Renee, Sam Worthington, James Gaylyn, Alicia Vela-Bailey, April Marie Thomas, Joseph Brady Madden, Wes Studi, Larry Rew, Giovanni Ribisi, Stephen Lang, Paul Yates, David Van Horn, James Patrick Pitt, Micah Moch, Gerry Blair, Kyla Warren, Tamica Washington-Miller, Sara Wilson, Laz Alonso, Matt Gerald, Nathan Meister, Rodney Cook, Chris Mala, Michael Blain-Rozgay, Haniyyah Tahirah, Debra Wilson, Brandon Jelkes, CCH Pounder, Christopher Nolen, Joel David Moore, Frankie Torres, Wray Wilson, Jason Whyte, Jon Curry, Sonia Yee, Cullen B. Madden, Michelle Rodriguez, Matthew Chamberlain, Kevin Dorman, Carvon Futrell, Luke Hawker",/kyeqWdyUXW608qlYkRqosgbbJyK.jpg,B2
55,55,152,John Wick,245891,7.4,2014-10-22,101,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,"Action, Thriller",87Eleven,United States of America,Chad Stahelski,"Randall Duk Kim, Vladislav Koulikov, Michael Nyqvist, Keanu Reeves, David Patrick Kelly, Munro M. Bonnell, Erik Martin, Keith Jardine, Tommy Bayiokos, Adrianne Palicki, Patricia Squire, Bridget Moynahan, Vladimir Troitsky, Paugh Shadow, Dennis Keiffer, Tait Fletcher, Dean Winters, Marija Skangale, Toby Leonard Moore, Bridget Regan, Nadia Kay, Thomas Sadoski, Alexander Frekey, Willem Dafoe, Matt McColm, John Leguizamo, Scott Tixier, Karen Nazarov, Lance Reddick, Ian McShane, Kazy Tauginas, Samantha Crawford, Natalia Kiriya, Alfie Allen, Daniel Bernhardt, Alex Ziwak, Clarke Peters, Kevin Nash, Elizabeth Saint, Gameela Wright, J.J. Perry, Carolyn Blair, Omer Barnea",/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,B2
56,56,154,The Conjuring,138843,7.5,2013-07-18,113,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","Horror, Thriller",Evergreen Media Group,United States of America,James Wan,"Emily Brobst, John Brotherton, Kymoura Kennedy, Shannon Kook, Hayley McFarland, Ashley White, James D. Nelson, Christof Veillon, Joseph Bishara, Steve Coulter, Rose Bachtel, Arnell Powell, Sterling Jerins, Patrick Wilson, Lorraine Warren, Desi Domo, Kyla Deaver, Tony Spera, George T. Zervos, Vera Farmiga, Sean Flynn, Joey King, Carmella Gioio, Amy Tipton, Morganna Bridgers, Zach Pappas, Marion Guyot, Mackenzie Foy, Lili Taylor, Ron Livingston, Shanley Caswell, Nate Seman",/wVYREutTvI2tmxr6ujrHT704wGF.jpg,C1
57,57,156,A Quiet Place,447332,7.4,2018-04-03,91,A family is forced to live in silence while hiding from creatures that hunt by sound.,"Horror, Drama, Science Fiction",Paramount Pictures,United States of America,John Krasinski,"Millicent Simmonds, Emily Blunt, Ezekiel Cavoli, Evangelina Cavoli, Rhoda Pell, Cade Woodward, Leon Russom, John Krasinski, Noah Jupe",/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,C1
58,58,157,Predator,106,7.5,1987-06-12,107,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,"Science Fiction, Action, Adventure, Thriller",20th Century Fox,United States of America,John McTiernan,"Jack Verbois, Richard Chaves, Franco Columbu, Kevin Peter Hall, Elpidia Carrillo, Carl Weathers, Bill Duke, Sonny Landham, Henry Kingi, R.G. Armstrong, Shane Black, Peter Cullen, Arnold Schwarzenegger, Steve Boyum, Sven-Ole Thorsen, William H. Burton Jr., Jesse Ventura",/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,C1
59,59,161,Thor,10195,6.8,2011-04-21,115,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","Adventure, Fantasy, Action",Marvel Studios,United States of America,Kenneth Branagh,"Rene Russo, Idris Elba, Anthony Hopkins, Richard Cetrone, Jim Palmer, Patrick O'Brien Demsey, Clark Gregg, Blake Silver, Josh Dallas, Justice J. Smith Jr., Vanessa Bednar, Rachel de la Torre, Kelly Hawthorne, Stellan Skarsgård, Josh Coxx, Carrie Lazar, Kinsey McLean, Juliet Lopez, Buddy Sosthand, Matthew Ducey, Kat Dennings, Isaac Kappy, Dale Godboldo, Alexander Wright, Rob Mars, Walt Simonson, Colm Feore, Ray Stevenson, Joseph Gatt, Darren Kendrick, Adriana Barraza, Jason Camp, Luke Massy, Jamie McShane, Matt Battaglia, Seth Coltan, Joel McCrary, Harley Graham, Douglas Tait, Jeremy Renner, Maximiliano Hernández, Jaimie Alexander, Tadanobu Asano, Michelle Csitos, J. Michael Straczynski, Tom Hiddleston, Shawn-Caulin Young, Dakota Goyo, Stephen Oyoung, Natalie Portman, Samuel L. Jackson, Stan Lee, Ted Allpress, Hilary Pingle, Chris Hemsworth, Ryan Schaefer",/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,B2
60,60,164,Fury,228150,7.539,2014-10-15,135,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","War, Drama, Action",Columbia Pictures,United States of America,David Ayer,"Zach Avery, Jason Isaacs, Bernhard Forcher, Marek Oravec, Jack Bannon, Chip Dale, Laurence Spellman, Xavier Samuel, Charlie Rotheram, Brad William Henke, Jimmy Carroll, Taylor Murphy, Jake Curran, Leon Rolfe, John Macmillan, Xander Rawlins, Jamie B. Chambers, Branko Tomović, Marlon Blue, Paul Gorvin, Daniel Dorr, Alicia von Rittberg, Jon Bernthal, Edin Gali, Nick Beattie, Jaime FitzSimons, Eric Kofi Abrefa, Michael Peña, Scott Eastwood, Brad Pitt, Vivien Bridson, Stella Stocker, Jacob Vonhendial, Lukas Rolfe, Chris Wright, Saul Barrett, Logan Lerman, Kevin Vance, Daniel Betts, Dickon Leigh-Wood, Hugh Vere Nicoll, Shia LaBeouf, Jim Parrack, Osi Okerafor, Christian Contreras, Adam Ganne, Harry Hancock, Anamaria Marinca, Orion Lee, Eugenia Kuzmina, Kyle Soller",/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,C1
61,61,165,Pulp Fiction,680,8.5,1994-09-10,154,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Thriller, Crime",Miramax,United States of America,Quentin Tarantino,"Joseph Pilato, Duane Whitaker, Carl Allen, Karen Maruyama, Richard Rossi, John Travolta, Brenda Hillhouse, Susan Griffiths, Brad Blumenthal, Ani Sava, Ving Rhames, Jerome Patrick Hoban, Maria de Medeiros, Bruce Willis, Steve Buscemi, Christopher Walken, Venessia Valentino, Michael Gilden, Bronagh Gallagher, Robert Ruth, Phil LaMarr, Alexis Arquette, Eric Stoltz, Don Blakely, Quentin Tarantino, Peter Greene, Laura Lovelace, Samuel L. Jackson, Rene Beard, Kathy Griffin, Julia Sweeney, Gary Shorelle, Rosanna Arquette, Paul Calderon, Lorelei Leslie, Linda Kaye, Rich Turner, Sy Sher, Stephen Hibbert, Eric Clark, Chandler Lindauer, Lawrence Bender, Cie Allman, Amanda Plummer, Tim Roth, Frank Whaley, Burr Steers, Emil Sitka, Harvey Keitel, Uma Thurman, Angela Jones, Glendon Rich",/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,C1
62,62,167,The Parent Trap,9820,7.2,1998-07-28,128,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.","Comedy, Family, Romance",Walt Disney Pictures,United States of America,Nancy Meyers,"Brighton Hertford, Heidi Boren, Rachel Sullivan, Heather Wayrock, J. Patrick McCormack, Jane Doole, Lindsay Lohan, Lisa Cloud, Amy Centner, Kat Graham, Andrew Blackall, Vendela Kirsebom, Simon Kunz, Mia Tramz, Joanna Barnes, Natasha Melnick, David Doty, Lisa Iverson, John Atterbury, Dana Ponder, Brian Fenwick, Dakota Lohan, Bruce A. Block, Elaine Hendrix, Dina Lohan, Natasha Richardson, Troy Christian, Beau Holden, Ronnie Stevens, Denise Holland, Dennis Quaid, Hallie Meyers-Shyer, Courtney Woods, Jennifer Lin, Christina Toral, Amanda Hampton, Alex Cole, Brianne Mercier, Marissa Leigh, Hamish McColl, Roshanna Baron, Jonneine Hellerstein, Katie DeShan, Lisa Ann Walter, Danielle Sherman, Terry Kerr, Maggie Wheeler, Chéri Ballinger, William Akey, Greg Bronson, Casey Floresca, Polly Holliday, Kellie Foster, Aliana Lohan, Erin Mackey, Maggie Emma Thomas, Annie Meyers-Shyer, Michael Lohan Jr.",/a3XOGrrAjl1wwiumtACWBufg6AL.jpg,A2
63,63,171,WALL·E,10681,8.1,2008-06-22,98,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.","Animation, Family, Science Fiction",Pixar,United States of America,Andrew Stanton,"Elissa Knight, Colette Whitaker, Teresa Ganzel, Bob Bergen, Donald Fullilove, John Cygan, Ben Burtt, Jeff Pidgeon, Sigourney Weaver, Jan Rabson, Angus MacLane, Laraine Newman, Teddy Newton, Paul Eiding, Lori Alan, Mickie McGowan, Kim Kopf, Jeff Garlin, Sherry Lynn, Pete Docter, Fred Willard, Niki McElroy, Kathy Najimy, Jess Harnell, Jim Ward, Garrett Palmer, John Ratzenberger, Andrew Stanton, Lori Richardson",/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,B2
64,64,172,The Godfather Part II,240,8.6,1974-12-20,202,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.","Drama, Crime",Paramount Pictures,United States of America,Francis Ford Coppola,"Gary Kurtz, Gabriella Belloni, Marianna Hill, Ezio Flagello, Francesca De Sapio, Elda Maida, Danny Aiello, Roman Coppola, Julian Voloshin, Troy Donahue, Italia Coppola, Salvatore Po, Larry Guardino, Tom Rosqui, Tom Dahlgren, Richard Matheson, Tito Alba, Robert Duvall, John Cazale, Jay Rasumny, Ignazio Pappalardo, Richard Bright, Johnny Naranjo, Joseph Della Sorte, Mario Cotone, G. D. Spradlin, Gastone Moschin, Saveria Mazzola, Venancia Grangerard, Al Pacino, Amerigo Tot, James Gounaris, Edward Van Sickle, Robert De Niro, Sofia Coppola, Diane Keaton, William Bowers, Michael V. Gazzo, Paul B. Brown, Abe Vigoda, Julie Gregg, Nick Discenza, Joe Lo Grippo, Oreste Baldini, Joe De Nicola, Phil Feldman, Morgana King, Richard Watson, John Megna, Harry Dean Stanton, Vincent Coppola, Filomena Spagnuolo, James Caan, Carmen Argenziano, Tere Livrano, Carmine Foresta, Leopoldo Trieste, Giuseppe Sillato, Fay Spain, Buck Houghton, Joe Spinell, Teresa Tirelli, Livio Giorgi, Erica Yohn, Joseph Medaglia, Gianni Russo, Carmine Caridi, Ivonne Coll, Andrea Maugeri, Lee Strasberg, Kathleen Beller, Bruno Kirby, Frank Sivero, Roger Corman, Talia Shire, Peter LaCorte, Maria Carta, Dominic Chianese, Peter Donat, John Aprea, David Baker, Victor Pujols Faneyte, Sho Kosugi",/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,C1
