,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
79,79,234,Zootopia,269149,7.751,2016-02-11,109,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","Animation, Adventure, Family, Comedy",Walt Disney Animation Studios,United States of America,"Rich Moore, Byron Howard","Katie Lowes, Evelyn Wilson Bresee, Jackson Stein, Fuschia!, Tommy Lister Jr., Jenny Slate, Josh Dallas, Idris Elba, Claire K. Smith, Peter Mansbridge, John DiMaggio, Pace Paulsen, Byron Howard, John Lavelle, Jeremy Milton, Melissa Goodwin Shepherd, Rich Moore, Hannah G. Williams, Maurice LaMarche, Don Lake, Jill Cordes, Jared Bush, Nate Torrence, Terri Douglas, Ginnifer Goodwin, Zach King, Fabienne Rawley, Leah Latham, Kath Soucie, Bonnie Hunt, Hewitt Bush, Jesse Corti, Dave Kohut, Bradford Simonsen, Octavia Spencer, Mark Rhino Smith, Kristen Bell, David A. Thibodeau, Tommy Chong, J.K. Simmons, Della Saba, Gita Reddy, Shakira, Phil Johnston, Raymond S. Persi, Madeleine Curry, Jason Bateman, Alan Tudyk, Josie Trinidad",/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,A2
587,587,1796,Kubo and the Two Strings,313297,7.631,2016-08-18,102,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.","Animation, Adventure, Family",Laika,United States of America,Travis Knight,"Ralph Fiennes, Michael Sun Lee, Minae Noji, Laura Miro, Meyrick Murphy, Luke Donaldson, Zachary Alexander Rice, Thomas Isao Morinaka, Ken Takemoto, Aaron Aoki, Saemi Nakamura, Alpha Takahashi, Rachel Morihiro, Art Parkinson, Matthew McConaughey, Rooney Mara, Mariel Sheets, Cary Y. Mizobe, George Takei, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa",/la6QA9tk4Foq8OBH2Dyh5dTcw6H.jpg,A2
30,30,78,Toy Story 2,863,7.6,1999-10-30,92,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Animation, Comedy, Family",Pixar,United States of America,John Lasseter,"Jan Rabson, Bob Bergen, Pat Fraley, Wallace Shawn, Jim Varney, Nicolette Little, Madylin Sweeten, Jeff Pidgeon, Jodi Benson, R. Lee Ermey, Tom Hanks, Bill Farmer, John Ratzenberger, Laurie Metcalf, Tim Allen, Kelsey Grammer, Hannah Unkrich, Jess Harnell, John Morris, Rachel Davey, Sheryl Bernstein, John Lasseter, Jack Angel, Mickie McGowan, Debi Derryberry, Phil Proctor, Joe Ranft, Estelle Harris, Corey Burton, Jonathan Harris, Rodger Bumpass, Andrew Stanton, Sherry Lynn, Don Rickles, Andi Peters, Dave Foley, Mary Kay Bergman, Annie Potts, Joan Cusack, Jessica Evans, Carly Schroeder, Lee Unkrich, Wayne Knight, Frank Welker",/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,A2
540,540,1669,Ferris Bueller's Day Off,9377,7.582,1986-06-11,103,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister.",Comedy,Paramount Pictures,United States of America,John Hughes,"Lisa Bellard, Stephanie Blake, Bridgett Baron, Jennifer Grey, John Hughes, Brendan Baber, Miranda Whittle, Robert Kim, Edie McClurg, Bob Parkinson, Eric Saiet, Tiffany Chance, Joey D. Vieira, Richard Edson, Jeffrey Jones, Harry Caray, Cindy Pickett, Tom Spratley, Scott Coffey, Annie Ryan, Matthew Broderick, Robert McKibbon, Alan Ruck, Jonathan Schmock, Dick Sollenberger, Joey Garfield, Dave Silvestri, Lyman Ward, Larry Jenkins, Debra Montague, DeeDee Rescher, Kristy Swanson, Virginia Capers, Max Perlich, Louie Anderson, Paul Manzanero, Richard Rohrbough, Edward Le Beau, Polly Noonan, Kristin Graziano, Jason Alderman, Eric Edidin, Lee Ann Marie, Ben Stein, Charlie Sheen, Del Close, Mia Sara",/9LTQNCvoLsKXP0LtaKAaYVtRaQL.jpg,A2
403,403,1207,The Goonies,9340,7.515,1985-06-07,114,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.","Adventure, Comedy, Family",Amblin Entertainment,United States of America,Richard Donner,"Charles McDaniel, Jennie Lew Tugend, Jack O'Leary, Corey Feldman, Joe Pantoliano, Jeb Stuart Adams, Curt Hanson, Keith Walker, Robert Davi, Eric Briant Wells, Michael Paul Chan, Sean Astin, Richard Donner, John Matuszak, Ted Grossman, Bill Bradley, Cyndi Lauper, George Nicholas McLean, Elaine Cohen McMahon, Josh Brolin, Eydie Faye, Gene Ross, Patrick Cameron, Jeff Cohen, Kerri Green, Lisa Quan, Orwin C. Harvey, Steve Antin, George Robotham, Newt Arnold, Max Segar, Lupe Ontiveros, Ke Huy Quan, Rick Kuhn, Anne Ramsey, Mary Ellen Trainor, Paul Tuerpe, Martha Plimpton",/eBU7gCjTCj9n2LTxvCSIXXOvHkD.jpg,A2
726,726,2302,The Sandlot,11528,7.5,1993-04-07,101,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.","Family, Comedy",Island World,United States of America,David Mickey Evans,"Denis Leary, Shane Obedzinski, Eddie Matthews, Karl Simmons, Robert Apisa, Mike Vitar, David Mickey Evans, Shane LaVar Smith, Tom Guiry, Keith Campbell, Dennis Williams, Cynthia Windham, Tim Page, Tyson Jones, Maury Wills, Brandon Quintin Adams, Arliss Howard, Chauncey Leopardi, Marley Shelton, Robbie T. Robinson, Grant Gelt, Art LaFleur, James Earl Jones, Pablo P. Vitar, Herb Muller, Patrick Renna, Wil Horneff, Victor DiMattia, Charles Fick, Karen Allen, Daniel Zacapa, Marty York",/7PYqz0viEuW8qTvuGinUMjDWMnj.jpg,A2
1042,1042,3847,My Cousin Vinny,10377,7.5,1992-03-13,120,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",Comedy,Palo Vista Productions,United States of America,Jonathan Lynn,"Joe Pesci, Aubrey J. Osteen, Marisa Tomei, Michael Simpson, Fred Gwynne, Suzi Bass, Raynor Scheine, Mitchell Whitfield, J. Don Ferguson, Muriel Moore, Bruce McGill, Ron Leggett, Lou Walker, Paulene Myers, Kenny Jones, Michael Genevie, Jeff Lewis, Lane Smith, Maury Chaykin, Ralph Macchio, Austin Pendleton, Thomas Merdis, Bob Penny, Larry Shuler, Jill Jane Clements, Bill Coates, Chris Ellis, James Rebhorn, Michael Burgess",/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,A2
1436,1436,6852,Bringing Up Baby,900,7.5,1938-02-18,102,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.","Comedy, Romance",RKO Radio Pictures,United States of America,Howard Hawks,"William Benedict, Virginia Walker, Ward Bond, Tala Birell, Katharine Hepburn, Paul Guilfoyle, Jack Gardner, Billy Bevan, John Kelly, Fritz Feld, May Robson, George Irving, Charles Ruggles, Edward Gargan, Karl 'Karchy' Kosiczky, Herschel Graham, Judith Ford, Leona Roberts, Barry Fitzgerald, Walter Catlett, Cary Grant, Skippy, Jack Carson",/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg,A2
1801,1801,13406,Ninotchka,1859,7.5,1939-11-23,110,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,"Comedy, Romance",Metro-Goldwyn-Mayer,United States of America,Ernst Lubitsch,"Sig Ruman, Alexander Schoenberg, Winifred Harris, George Sorel, Jacques Vanaire, Sandra Morgan, Emilie Cabanne, Frank Fletcher, Wolfgang Zilzer, Edwin Stanley, Elizabeth Williams, Harry Semels, Herschel Graham, Richard Carle, Ernst Lubitsch, Symona Boniface, Ina Claire, Gregory Gaye, Greta Garbo, Jennifer Gray, William Irving, Ellinor Vanderveer, George Davis, Marek Windheim, Melvyn Douglas, Kay Stewart, Tamara Shayne, George Tobias, Florence Shirley, Bela Lugosi, Lawrence Grant, Armand Kaliz, Rolfe Sedan, Bess Flowers, Monya Andre, Alexander Granach, Paul Ellis, Mary Forbes, Ray Hendricks, Felix Bressart, Lucille Pinson, Frank Reicher, Charles Judels, Paul Weigel, Hans Joby, Charles Fogel, Jody Gilbert, Constantine Romanoff, Fred Farrell, Frederika Brown, Peggy Moran, Wilda Bennett, Albert Pollet, Dick Gordon, Dorothy Adams, Nino Bellini, Edwin Maxwell",/v4MkgNqZyodYwBDNbZ64MF9tVEL.jpg,A2
123,123,348,Pretty Woman,114,7.467,1990-03-23,120,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.","Romance, Comedy",Touchstone Pictures,United States of America,Garry Marshall,"Don Feldstein, Reed Anthony, Calvin Remsberg, Cheri Caspari, Selby Dessner, Alex Hyde-White, Robyn Peterson, Amzie Strickland, Scott Marshall, John David Carson, Julia Roberts, Jackie O'Brien, Julie Paris, Amy Yasbeck, Laura San Giacomo, Lloyd Nelson, Gary Greene, Rhonda Hansome, James Patrick Dunne, Kathleen Marshall, Tom Nolan, James Patrick Stuart, Judith Baldwin, Richard Gere, Al Sapienza, Hector Elizondo, Karin Calabro, Steve Restivo, Blair Richwood, Mychael Bates, Billy Gallo, Marty Nadler, Rodney Kageyama, Bruce Eckstut, Charles Minsky, Hank Azaria, Tracy Reiner, Garry Marshall, Elinor Donahue, Robert Liguori, Robert Buckingham, Lloyd T. Williams, Jason Randal, R. Darrell Hunter, Larry Hankin, Shane Ross, Marvin Braverman, Michael French, Allan Kent, Dey Young, Abdul Salaam El Razzac, Carol Williard, Daniel Bardol, Harvey Keenan, Jeff Michalski, Valorie Armstrong, Bill Applebaum, Laurelle Mehus, Lucinda Crosby, Paul Bradley, RC Everbeck, Randall Rutledge, John Simone, Minda Burr, Gary Bohn, Nancy Locke, Rio Hackford, Larry Miller, Jason Alexander, Tracy Bjork, Frank Campanella, Douglas Stitzel, Stacy Keach, Sr., Ralph Bellamy, Patrick Richwood, Lynda Goodfriend, Norman Large, Mariann Aalda",/hVHUfT801LQATGd26VPzhorIYza.jpg,A2
99,99,287,The Little Mermaid,10144,7.4,1989-11-17,83,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,"Animation, Family, Fantasy",Walt Disney Pictures,United States of America,"Ron Clements, John Musker","Jennifer Darling, Arnold Markussen, René Auberjonois, Luana Jackman, Mickie McGowan, Hamilton Camp, William A. Kanady, Susan Boyd, Charlie Adler, Ed Gilbert, Linda Harmon, Robert Weil, Edie Lehmann Boddicker, Sherry Lynn, Anne Lockhart, Pat Carroll, Philip L. Clarke, Edie McClurg, Gail Farrell, Frank Welker, Kenneth Mars, Jack Angel, Willie J. Greene Jr., Ben Wright, Nancy Cartwright, Jason Marin, Will Ryan, Debbie Shapiro Gravitte, Guy Maeda, Paddi Edwards, Walter S. Harrah, Buddy Hackett, Trevor Allan Davies, Lynn Dolin Mann, Christopher Daniel Barnes, Steve Bulen, Phillip Ingram, Samuel E. Wright, Donny Gerrard, Melissa MacKay, Jodi Benson",/8qddUnMT7CgIISEpZi7VCAwDiei.jpg,A2
1443,1443,6927,His Girl Friday,3085,7.4,1940-01-18,92,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.","Comedy, Romance",Columbia Pictures,United States of America,Howard Hawks,"Marion Martin, Roscoe Karns, Frank Orth, Wade Boteler, Eddie Hart, Cary Grant, Edwin Maxwell, Wheaton Chambers, John Qualen, Pat Flaherty, Earl Dwire, Ralph Dunn, Gene Lockhart, Regis Toomey, Billy Gilbert, Pat West, Irving Bacon, Frank McLure, Delmar Watson, James Millican, Abner Biberman, Cliff Edwards, Ann Doran, Helen Mack, Jack Gardner, Rosalind Russell, Porter Hall, Edmund Cobb, Gene Morgan, Harry C. Bradley, Ralph Bellamy, Frank Jenks, Alma Kruger, Ernest Truex, Clarence Kolb",/lu86Y9zTPH3neCiUzLzHCEFHf7f.jpg,A2
1522,1522,7909,A Hard Day's Night,704,7.4,1964-07-07,88,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.","Comedy, Music",Proscenium Films,United Kingdom,Richard Lester,"Isla Blair, Ringo Starr, Rosemarie Frankland, Richard Vernon, Julian Holloway, Victor Harrington, Pattie Boyd, Norman Rossington, Robin Ray, John Junkin, Susan Hampshire, Roger Avon, Bob Godfrey, Deryck Guyler, Noel Trevarthen, Phil Collins, David Langton, Lionel Blair, Clare Kelly, Derek Nimmo, Al Lewis, Victor Spinetti, Charlotte Rampling, Alison Seebohm, Gordon Rollings, Jeremy Lloyd, Anna Quayle, John Lennon, John Bluthal, Edward Malin, George Harrison, Bruce Beeby, David Janson, Marianne Stone, Andre Charisse, Paul McCartney, Bridget Armstrong, Sheila Fearn, Wilfrid Brambell, Jim Brady, Edina Ronay, Kenneth Haigh, Margaret Nolan, Michael Trubshawe, Neil Wilson",/6Ulsccp2VkaVU5qbya3bxm9JG4x.jpg,A2
