,Unnamed: 0.1,Unnamed: 0,title,tmdbid,rank,release_date,runtime,summary,genres,production,country,director,starring,poster_path,study_level
688,688,2167,"Paris, Texas",655,8.1,1984-07-16,145,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",Drama,Road Movies,France,Wim Wenders,"Nastassja Kinski, Edward Fayton, Dean Stockwell, Sally Norvell, Harry Dean Stanton, Aurore Clément, Justin Hogg, Bernhard Wicki, Claresie Mobley, Jeni Vici, Hunter Carson, Tom Farrell, John Lurie, Viva, Sharon Menzel, Sam Berry, Socorro Valdez",/tgw3TJTWgNUYCgL5Pa546VVVvSU.jpg,C1
887,887,3027,"Three Billboards Outside Ebbing, Missouri",359940,8.1,2017-12-01,115,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.","Crime, Drama",Blueprint Pictures,United Kingdom,Martin McDonagh,"Sam Rockwell, Frances McDormand, Eleanor Threatt, Allyssa Barley, Alejandro Barrios, Darrell Britt-Gibson, Zeljko Ivanek, Peter Dinklage, Sandy Martin, Lucas Hedges, Riya May Atwood, Caleb Landry Jones, Abbie Cornish, Malaya Rivera Drew, Jason Ledford, William J. Harrison, Nick Searcy, Clarke Peters, Christopher Berry, Kathryn Newton, Kerry Condon, Brendan Sexton III, Samara Weaving, Woody Harrelson, Jerry Winsett, Michael Aaron Milligan, Gregory Nassif St. John, John Hawkes, Selah Atwood, Amanda Warren",/pZRhqJj0DBy4ghB7g6pU7MGHsWJ.jpg,C1
1594,1594,8784,Double Indemnity,996,8.1,1944-07-06,107,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.","Crime, Thriller",Paramount Pictures,United States of America,Billy Wilder,"Jean Heather, Edward G. Robinson, Byron Barr, James Adamson, Teala Loring, Kernan Cripps, Constance Purdy, Dick Rush, Miriam Nelson, John Berry, Fortunio Bonanova, Douglas Spencer, Betty Farrington, Edmund Cobb, Harold Garrison, Clarence Muse, John Philliber, Barbara Stanwyck, Eddie Hall, Raymond Chandler, Oscar Smith, Fred MacMurray, Porter Hall, Sam McDaniel, Billy Mitchell, Tom Powers, Bess Flowers, Floyd Shackelford, Richard Gaines, George Magrill",/bNCTRXJjPvVsh71nwo6kcFzUZvh.jpg,C1
104,104,302,Eternal Sunshine of the Spotless Mind,38,8.099,2004-03-19,108,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","Science Fiction, Drama, Romance",Focus Features,United States of America,Michel Gondry,"Jane Adams, Ryan Whitney, Lauren Adler, Tom Wilkinson, Gerry Robert Byrne, Elijah Wood, David Cross, Kate Winslet, Josh Flitter, Kirsten Dunst, Amir Ali Said, Brian Price, Debbon Ayer, Paulie Litt, Deirdre O'Connell, Thomas Jay Ryan, Lola Daehler, Jim Carrey, Mark Ruffalo",/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,C1
1085,1085,4191,All About Eve,705,8.099,1950-11-09,139,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",Drama,20th Century Fox,United States of America,Joseph L. Mankiewicz,"Anne Baxter, Steven Geray, Robert Whitney, William H. O'Brien, Suzanne Ridgway, Cosmo Sardo, William Pullen, Foster H. Phinney, Eddie Fisher, Walter Hampden, Harold Miller, Craig Hill, Thomas Martin, Colin Kenny, Ann Robinson, Stanley Orr, Barbara Bates, Helen Mowery, Gregory Ratoff, Sayre Dearing, Gertrude Astor, George Sanders, Carl M. Leviness, Bette Davis, Ralph Brooks, Paul Power, Larry Steers, Claude Stroud, Thelma Ritter, Randy Stuart, William Marion, Ethelreda Leopold, Leland Harris, Celeste Holm, Barbara White, Mathew McCue, Leota Lorraine, Franklyn Farnum, Hugh Marlowe, Eugene Borden, Bess Flowers, Gary Merrill, Frank Baker, Jack Chefe, Jack Deery, Marilyn Monroe, Marion Pierce",/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,C1
544,544,1675,There Will Be Blood,7345,8.08,2007-12-26,158,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",Drama,Paramount Vantage,United States of America,Paul Thomas Anderson,"Kevin Breznahan, Randall Carver, Harrison Taylor, David Williams, Dillon Freasier, David Warshofsky, Christine Olejniczak, Louise Gregg, Kevin J. O'Connor, Ciarán Hinds, Paul Dano, Vince Froio, Steven Barr, Coco Leigh, Phil Shelly, Jim Meskimen, Hans Howes, Rhonda Reeves, Mary Elizabeth Barrett, Joseph Mussey, Robert Barge, Stockton Taylor, Martin Stringer, John Chitwood, Russell Harvard, Barry Bruce, Brad Carr, Robert Caroline, Barry Del Sherman, David Willis, Bob Bock, James Downey, Sydney McCallister, Daniel Day-Lewis, Dan Swallow, Ronald Krut, Bob Bell, Charles Thomas Doyle, Robert Arber, Jacob Stringer, Beau Smith, Amber Roberts, John W. Watts, Hope Elizabeth Reeves, Kellie Hill, Colleen Foy, Matthew Braden Stringer, Joy Rawls, Colton Woodward, Irene G. Hunter, Huey Rhudy, Paul F. Tompkins, Erica Sullivan, John Burton, Robert Hills",/fa0RDkAlCec0STeMNAhPaF89q6U.jpg,C1
134,134,374,Pride & Prejudice,4348,8.075,2005-09-16,127,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","Drama, Romance",Working Title Films,United Kingdom,Joe Wright,"Tom Hollander, Jena Malone, Tamzin Merchant, Rosamund Pike, Claudie Blakley, Sinead Matthews, Samantha Bloom, Moya Brady, Liam Thomas, Bret Jones, Donald Sutherland, Kelly Reilly, Cornelius Booth, Brenda Blethyn, Simon Woods, Rosamund Stephen, Carey Mulligan, Judi Dench, Jay Simpson, Roy Holder, Mark Arends, Penelope Wilton, Janet Whiteside, Meg Wynn Owen, Talulah Riley, Rupert Friend, Sylvester Morand, Keira Knightley, Pip Torrens, Matthew Macfadyen, Peter Wight",/sGjIvtVvTlWnia2zfJfHz81pZ9Q.jpg,B2
621,621,1925,Lion,334543,8.07,2016-11-24,118,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",Drama,The Weinstein Company,Australia,Garth Davis,"Sachin Joab, Tegan Crowley, Dev Patel, Arka Das, Benjamin Rigby, Nawazuddin Siddiqui, Belinda Misevski, Rooney Mara, Nicole Kidman, Deepti Naval, Tannishtha Chatterjee, Emilie Cocquerel, Lucy Moir, Sunny Pawar, Keshav Jadhav, Priyanka Bose, Abhishek Bharate, Divian Ladwa, Eamon Farren, Riddhi Sen, David Wenham, Anna Samson, Menik Gooneratne, Rita Boy",/iBGRbLvg6kVc7wbS8wDdVHq6otm.jpg,C1
339,339,1003,Hidden Figures,381284,8.057,2016-12-10,127,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","Drama, History",Fox 2000 Pictures,United States of America,Theodore Melfi,"Evan Holtzman, Addison Rose Melfi, Bob Jennings, Paige Nicollette, David Kallaway, Selah Kimbro Jones, Kevin Costner, Crystal Lee Brown, Howie Johnson, Ron Clinton Smith, Travis Smith, Glen Powell, Saniyya Sidney, Amy Tipton, Octavia Spencer, Gregory Alan Williams, Lidya Jewett, Arnell Powell, Rhoda Griffis, Scott Michael Morgan, Afemo Omilami, Chris Cavalier, Joe Knezevich, Maria Howell, Andre Pushkin, Ken Strunk, Robert G. McKay, Aldis Hodge, Elijah Everett, Zani Jones Mbayise, Jim Parsons, Dane Davenport, Mahershala Ali, Donna Biscoe, Olek Krupa, Frank Hoyt Taylor, Kurt Krause, Karen Wheeling Reynolds, Kate Kneeland, John Atwood, Gary Weeks, Cullen Moss, Kimberly Quinn, Ashton Tyler, Alkoya Brunson, Jon Edwin Wright, Wilbur Fitzgerald, Kirsten Dunst, Karan Kendrick, Janelle Monáe, Joe Hardy Jr., Corey Mendell Parker, Paul Ryden, Randall Newsome, Taraji P. Henson, Jaiden Kaine, Tre Stokes, Michael Hartson, Ariana Neal, Tequilla Whitfield",/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,C2
16,16,41,The Wolf of Wall Street,106646,8.034,2013-12-25,180,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.","Crime, Drama, Comedy",Red Granite Pictures,United States of America,Martin Scorsese,"Aya Cash, Jamel Daniels, Johnathan Tchaikovsky, Cristin Milioti, Shea Whigham, J.C. MacKenzie, Julian Brand, Martin Klebba, Rick Bolander, John Behlmann, Vitaliy Shtabnoy, Ben Van Bergen, Ethan Suplee, Chris Nunez, Will MacAdam, Derek Milman, Aaron Lazar, Dierdre Reimold, Adria Baratta, Rémy Bennett, Blago Simon, Natasha Kojic, Tracy Friedman, Spenser Granese, Marcos A. Gonzalez, Justin Yllanes, Lawrence Lau, Donnie Keshawarz, Shea Coleman, Johnnie Mae, Michael Dubuc, Charley Morgan, Victor Verhaeghe, Matte Osian, Jonah Hill, Chris Matesevac, Spike Jonze, Jeremy Bobb, David Wenzel, Claudette Lalí, Brian Charles Johnson, Gregory Perri, Giselle Eisenberg, José Ramón Rosario, Margot Robbie, Madeleine Wade, Jared Houseman, Emily Tremaine, Jeff Moffitt, Kyle Chandler, Michael Power, Bryan Burton, Hardy Winburn, Edward Herrmann, Tess Olivia, Dan Hunter, Sharon Jones, Tommy Bayiokos, J.T. O'Connor, Joe Zaso, Ellen Sexton, Brian Sacca, Gianni Biasetti Jr., Brendan Griffin, Kerry Malloy, Stephanie Kurtzuba, Ted Griffin, Paul Jude Letersky, Starr Duncan-Lowe, Gregory Brown, Thomas Middleditch, Tucker Bryan, Ashley Blankenship, Chris Caldovino, Jamie O'Connell, London Hall, Stephen Kunken, Kenneth Choi, Rosemary Howard, Henry Zebrowski, Natasha Newman-Thomas, Loretta O. Booz, Steven Conroy, Natalie Bensel, Jon Spinogatti, Deema Aitken, Catherine Curtin, Geoffrey J.D. Payne, Fileena Bahris, Meghan Rafferty, Sibyl Santiago, Danny Flaherty, Silvia Kal, Mike Catapano, Michael Izquierdo, Ben Leasure, Jon Favreau, Dan Bittner, Dean Auer, Robert Clohessy, Ashlie Atkinson, Carla Corvo, Austin Farwell, Seregon O'Dassey, Matthew McConaughey, P.J. Byrne, Steve Witting, Leonardo DiCaprio, Matthew Rauch, Daniel Hepner, Mackenzie Meehan, Joseph Oliveira, Stefano Villabona, Steve Routman, Welker White, Zach Miko, Maria Di Angelis, Nicole Rutigliano, Katarina Čas, Garry Pastore, Krista Ashworth, Scott Nicholson, Barry Rothbart, Brian Tweedy, Paul Urcioli, Chris Kerson, Steven Boyer, Madison McKinley, Francis Brooke, Michael O'Hara, Joanna Lumley, Michael Bryan French, Jake Hoffman, Allyson Carr, Sebastian Tillinger, Bo Dietl, Viki Boyle, Ward Horton, Danny A. Abeckaser, Dan Daily, Justin Anthony Long, Tyler Evan Rowe, Ashley Springer, Louis Vanaria, Michael Nathanson, Christine Ebersole, Peter Youngblood Hills, Lawrence Smith, Sabina Maschi, Frank van Putten, Zana Markelson, Fran Lebowitz, Michael Jefferson, Bret Shuford, Kenneth Carrella, Paul Monte Jr., Ben Rameaka, Kathleen Fellegara, Jon Bernthal, Michael Devine, Aaron Glaser, Tom Greer, Saundra Williams, Judah McFadden, Ben Loving, John Bernard Martin, Jaclyn Keys, Jordan Belfort, Dustin Kerns, Jason Furlani, Kamron Leal, Jean Dujardin, Paul Thornton, Martin Scorsese, Sandra Nelson, Zineb Oukach, Chris Riggi, Rizwan Manji, Armen Garo, Rob Reiner, Christina Jeffs, Davram Stiefler, Kelsey Deanne",/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,B2
466,466,1433,Flipped,43949,8.021,2010-08-06,89,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.","Romance, Drama",Reiner / Greisman Productions,United States of America,Rob Reiner,"Cody H. Carolin, Morgan Lily, Kevin Weisman, Matthew Gold, Penelope Ann Miller, Shane Harper, Rebecca De Mornay, Callan McAuliffe, Stefanie Scott, Wallace Bridges, Ashley Taylor, Michael Bolten, Anthony Edwards, Madeline Carroll, Ryan Ketzner, Israel Broussard, Aidan Quinn, Patricia Lentz, John Mahoney, Inga R. Wilson",/6zDYFigohwncqFL00MKbFV01dWb.jpg,B2
138,138,380,American Beauty,14,8.017,1999-09-15,122,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",Drama,DreamWorks Pictures,United States of America,Sam Mendes,"Lily Houtkin, Ara Celi, Scott Bakula, Chekesha Van Putten, James Hunter, Thora Birch, Fort Atkinson, Allison Janney, Erin Cathryn Strubbe, Wes Bentley, Nancy Anderson, Marissa Jaret Winokur, Dennis Anderson, Annette Bening, Spencer Kayden, Sue Casey, Joel McCrary, Tom Miller, Kevin Spacey, Brenda Wehle, John Cho, Lisa Cloud, Heather Joy Sher, Peter Gallagher, Bruce Cohen, Alison Faulk, Sam Robards, Carolina Lancaster, Matthew Kimbrough, Kent Faulcon, Barry Del Sherman, Amber Smith, Chris Cooper, Mona Leah, Mena Suvari, Stephanie Rizzo, Emily Zachary, Reshma Gajjar, Krista Goodsitt, Chelsea Hertford, Elaine Corral Kendall",/wby9315QzVKdW9BonAefg8jGTTb.jpg,C1
912,912,3122,Citizen Kane,15,8.007,1941-04-17,119,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","Mystery, Drama",Mercury Productions,United States of America,Orson Welles,"Richard Wilson, Edith Evanson, Carl Faulkner, Sonny Bupp, Charles Meakin, Dorothy Cleveland, William Alston, Carl Deloro, Clyde McAtee, Dorothy Comingore, Edmund Cobb, Leda Nicova, Ruth Warrick, Walter Sande, Al Eben, Morgan Brown, Jack Gwynne, Gus Schilling, Lillian Nicholson, Agnes Moorehead, Arthur Yeoman, Frank McLure, Ernest Grooney, Don Roberts, Ellen Lowe, Jesse Graves, Jack Gargan, Bud Geary, Victor Romito, Hercules Mendez, Gene Coogan, Larry Wheat, Field Norton, Bert Stevens, Louis Natheaux, Paul Stewart, Danny Borzage, Louise Franklin, Peter Gowland, Edward Peil Jr., Teddy Mangean, J.J. Clark, Jack Raymond, Joan Blair, Joseph North, Ray Collins, Ludwig Lowry, Robert Dudley, John McCormack, Bob Terry, Arthur O'Connell, Rudy Germane, Frances E. Neal, George DeNormand, Georgia Backus, Renee Godfrey, Eddie Coke, Finn Zirzow, Erskine Sanford, Art Dupuis, Bruce Sidney, Walter Bacon, Maurice Costello, Louise Currie, William Alland, Russ Powell, John Alban, Larry Williams, George Sherwood, Thomas Pogue, Tim Davis, Demetrius Alexis, Lillian O'Malley, Arthur Kay, Edna Mae Jones, Joseph Cotten, Robert Haines, Bryan 'Slim' Hightower, Tom Coleman, Walter Lawrence, Milton Kibbee, George W. Jimenez, Gohr Van Vleck, Gregg Toland, Gerald Pierce, Dona Dax, Walter James, Jimmy Grant, Jack Curtis, Dick Scott, Sam Harris, Francis Sayles, Thomas A. Curran, Irving Mitchell, Roland Winters, Mike Lally, Philip Morris, Suzanne Dulier, Fortunio Bonanova, Harry A. Bailey, Major McBride, Mickey Martin, Buddy Swan, Sam Ash, Orson Welles, Herbert Corthell, Gino Corrado, Carl Ekberg, Myrtle Rishell, Shimen Ruskin, Perc Launders, Tom Steele, Carmen Laroux, William H. O'Brien, Suzanne Ridgway, Harry J. Vejar, Sam Rice, Herman J. Mankiewicz, Jan Wiley, Terrance Ray, Buck Mack, Olin Francis, Landers Stevens, John Northpole, Philip Van Zandt, Alan Ladd, Don Ackerman, Sally Corner, Lew Harvey, Mitchell Ingraham, Eddie Dew, Juanita Fields, Benny Rubin, Paddy O'Flynn, George Noisom, Harry Burkhardt, Charles Bennett, Jack Egan, Harry Shannon, Johnny Eckert, Buddy Messinger, John Dilson, Henry Hebert, Tudor Williams, Everett Sloane, Edward Ryan, James T. Mack, George Coulouris, Bert Moorhouse, Guy Repp, Frank O'Connor, Cyril Ring, Jolane Reynolds, Bert LeBaron",/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,C1
772,772,2519,Casino,524,8.004,1995-11-22,179,"In early-1970s Las Vegas, Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.","Crime, Drama",Universal Pictures,France,Martin Scorsese,"Catherine Scorsese, L.Q. Jones, Millicent Sheridan, Frank Vincent, Joe Pesci, Alan King, C.C. Carr, Nobu Matsuhisa, Alfred Nittoli, Craig Vincent, Frankie Avalon, Joseph P. Reidy, Cathy Scorsese, Clem Caserta, Gene Ruffini, Carl Ciarfalio, Dick Smothers, Anthony Russell, Steve Schirripa, Daniel P. Conte, Madeline Parquette, Joseph Rigano, Frankie J. Allison, Steve Allen, Kevin Pollak, Ffolliott Le Coque, John Manca, Joey DePinto, Philip Suriano, Stuart Nisbet, David Rose, Peter Conti, Nick Mazzola, Jack Orend, Bill Allison, Jayne Meadows, Don Rickles, Frank Adonis, Pasquale Cajano, Joseph Bono, Erika von Tagen, John Bloom, Jed Mills, Claudia Haro, Vinny Vella, Joe La Due, Sharon Stone, Richard Riehle, Oscar Goodman, Jerry Vale, Robert De Niro, Ronald Maccone, James Woods, Dominick Grieco, Steve Vignari, Melissa Prophet, Paul Herman",/4TS5O1IP42bY2BvgMxL156EENy.jpg,C1
15,15,39,Toy Story,862,8.0,1995-10-30,81,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Animation, Adventure, Family, Comedy",Pixar,United States of America,John Lasseter,"Jan Rabson, Wallace Shawn, Sam Lasseter, Jim Varney, Penn Jillette, Spencer Aste, Kendall Cunningham, Jeff Pidgeon, Tracy Fraim, Jonathan Benair, Cody Dorkin, R. Lee Ermey, Tom Hanks, Bill Farmer, John Ratzenberger, Laurie Metcalf, Tim Allen, Brittany Levenbrown, Scott McAfee, Lisa Bradley, Sarah Freeman, John Morris, Erik von Detten, John Lasseter, Jack Angel, Mickie McGowan, Debi Derryberry, Phil Proctor, Joe Ranft, Greg Berg, Craig Good, Sherry Lynn, Andrew Stanton, Gregory Grudt, Shane Sweet, Don Rickles, Danielle Judovits, Annie Potts, Anthony Burch, Ryan O'Donohue, Patrick Pinney",/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,A2
19,19,52,Harry Potter and the Prisoner of Azkaban,673,8.0,2004-05-31,141,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","Adventure, Fantasy",Warner Bros. Pictures,United Kingdom,Alfonso Cuarón,"Abby Ford, Lee Ingleby, Bronson Webb, Peter Best, Alan Rickman, Gary Oldman, David Bradley, Robbie Coltrane, Matthew Lewis, Devon Murray, Pam Ferris, Lenny Henry, Dawn French, Richard Griffiths, James Phelps, Genevieve Gaunt, Julie Walters, Josh Herdman, Jimmy Gardner, Violet Columbus, Robert Hardy, Ricky Sahota, Kandice Morris, Adrian Rawlins, Jim Tavaré, Chris Rankin, Bonnie Wright, Tom Ackerley, Emma Watson, Timothy Spall, Annalisa Bugliani, Oliver Phelps, Michael Gambon, Alfred Enoch, Rupert Grint, David Thewlis, Tess Bu Cuarón, Emma Thompson, Warwick Davis, Ekow Quartey, Tom Felton, Ian Brown, Jennifer Smith, Julie Christie, Sharon Sandhu, Freddie Davies, Marianne Chase, Harry Melling, Paul Whitehouse, Daniel Radcliffe, Fiona Shaw, Mark Williams, Danielle Tabor, Geraldine Somerville, Sitara Shah, Jamie Waylett, Maggie Smith",/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,B2
114,114,325,The Imitation Game,205596,8.0,2014-11-14,113,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","History, Drama, Thriller, War",Bristol Automotive,United States of America,Morten Tyldum,"Keira Knightley, David Charkham, Mark Underwood, Charles Dance, Stuart Matthews, Denis Khoroshko, Sam Exley, Tuppence Middleton, Daniel Chapple, Will Bowden, Leigh Dent, Richard Campbell, James Northcote, Andrew Havill, Laurence Kennedy, Rory Kinnear, Ancuta Breaban, Alexander Cooper, Dominic Charman, Grace Calder, Tom Goodman-Hill, James G. Nunn, Hayley Joanne Bacon, Ilan Goodman, Miranda Bell, Jack Tarlton, Jack Bannon, Victoria Wicks, Tim Steed, Nicola-Jayne Wells, Tim van Eyken, Mark Strong, Nicholas Blatt, Benedict Cumberbatch, Alex Lawther, Matthew Beard, Matthew Goode, David G. Robinson, Alex Corbet Burcher, Debra Leigh-Taylor, Josh Wichard, Allen Leech, Joseph Oliveira, Charlie Manton, Steven Waddington, Lisa Colquhoun",/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,C2
122,122,345,The Sixth Sense,745,8.0,1999-08-06,107,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.","Mystery, Thriller, Drama",Spyglass Entertainment,United States of America,M. Night Shyamalan,"Greg Wood, Tom McLaughlin, Kate Kearney-Patch, Bruce Willis, Bob Bowersox, Ronnie Lea, Heidi Fischer, Donnie Wahlberg, Wes Heywood, Mischa Barton, Kym Cohen, Jose L. Rodriguez, Colleen June McQuaide, Neill Hartley, Sean Oliver, Alison Robertson, Jonathan Nation, Bruce Norris, Glenn Fitzgerald, Lisa Summerour, Gina Allegro, Marilyn Shanok, Hayden Saunier, Sarah Ripard, Carlos Xavier Lopez, Gino Inverso, Firdous Bamji, Carol Nielson, Ellen Sheppard, Patrick McDade, Angelica Page, Toni Collette, Keith Woulard, Olivia Williams, Samantha Fitzpatrick, Haley Joel Osment, Peter Anthony Tambakis, Candy Aston-Dennis, Holly Cross Vagley, Matt Casale, M. Night Shyamalan, Jodi Dawson, Jeffrey Zubernis, KaDee Strickland, Tony Michael Donnelly, Samia Shoaib, Nico Woulard, Janis Dardaris, Trevor Morgan, Michael J. Lyons",/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,C1
206,206,592,Kill Bill: Vol. 1,24,8.0,2003-10-10,111,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","Action, Crime",Miramax,United States of America,Quentin Tarantino,"Vivica A. Fox, Sachiko Fujii, Hu Xiaohui, Yoji Tanaka, Zhang Jinzhan, Jun Kunimura, Naomi Kusumi, Yuki Kazamatsuri, Sonny Chiba, Tetsuro Shimaguchi, Akaji Maro, Hikaru Midorikawa, Ronnie Yoshiko Fujiyama, Lucy Liu, Julie Dreyfus, Michael Parks, Shun Sugata, James Parks, Kenji Ohba, Issey Takahashi, Yoshiyuki Morishita, Kazuki Kitamura, Juri Manase, Ambrosia Kelley, Michael Madsen, Ai Maeda, Gordon Liu Chia-hui, Daryl Hannah, Chiaki Kuriyama, Uma Thurman, Yoshiko Yamaguchi, Sō Yamanaka, Michael Bowen, Sakichi Sato, Goro Daimon, David Carradine, Shu Lan Tuan, Jonathan Loughran",/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,B2
344,344,1019,Jojo Rabbit,515001,8.0,2019-10-18,108,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.","Comedy, War, Drama",Fox Searchlight Pictures,New Zealand,Taika Waititi,"Hardy Griffin Davis, Issy Stewart, Alfie Allen, Bethany Adams, Brian Caspe, Archie Yates, Sam Rockwell, Thomasin McKenzie, Stanislav Callas, Rebel Wilson, Billy Rayner, Judith Georgi, Gilby Griffin Davis, Taika Waititi, Joe Weintraub, Gabriel Andrews, Victoria Hogan, Trish Osmond, Christian Howlings, Matej Seifert, Robert East, James McVan, Roman Griffin Davis, Iva Šindelková, Curtis Matthew, Stephen Merchant, Samuel Bogner, Odeta Cali, Scarlett Johansson, Luke Brandon Field, Sam Haygarth",/7GsM4mtM0worCtIVeiQt28HieeN.jpg,B2
